"Series 1","Series 2","Series 3","Series 4","Series 5"
0.186824227439436,0.177887615481984,0.21428637004418,0.19856774013818,0.248454895634726
0.186572874879584,0.191991296616222,0.225426269625167,0.199745008255306,0.250958389910344
0.172382593037527,0.201449758558356,0.211130335472917,0.180604044580587,0.215977305889333
0.146641143052195,0.193281264445237,0.164408528055759,0.144517564935675,0.156623051155852
0.126672722688207,0.166217397887357,0.112776686550367,0.111985875823825,0.110826403471795
0.125339875217165,0.133652471703165,0.0841528889316919,0.105148797050955,0.102748915869265
0.133522628202844,0.113807456494136,0.0829095762656854,0.119089918654875,0.114666542899276
0.142692635445148,0.112547744124123,0.103073383916005,0.138312413699987,0.129340855535071
0.146400942358048,0.123091855518635,0.124161430563301,0.149104392031986,0.132926264881049
0.149364877339263,0.134019921299913,0.143622877326316,0.155148734973304,0.13525464021784
0.153002240544668,0.143948952289514,0.157015440882011,0.160752317671105,0.141449965563463
0.154990214405893,0.15105914261242,0.163037810172363,0.164473092447264,0.153447613826534
0.15585313663141,0.156068199797385,0.164935169194705,0.166742442683752,0.16491052534344
0.152735416687881,0.158046414726258,0.157652488312622,0.164270954760716,0.162119790341023
0.147162779118304,0.155364412435602,0.145473438972572,0.155700761001286,0.146778370765298
0.146961599135357,0.149243965124677,0.139286661923365,0.150788261780277,0.132201129919587
0.154301005846482,0.144905139185998,0.146377886927823,0.157278239302009,0.130248591796133
0.169769236554423,0.148748010335921,0.174034797171599,0.179880239536208,0.147692309338379
0.186396773713037,0.164912770184296,0.21191711064211,0.209109183793766,0.181128880680933
0.20673157570717,0.187799900494129,0.262211016443217,0.242004126428834,0.216147707845836
0.228570142918067,0.218726014141183,0.315793834436675,0.273307507429691,0.247053835156679
0.236121969932742,0.251927103317576,0.346472855752078,0.287854750331356,0.256463258175749
0.227310073969385,0.27515751916608,0.344983627692526,0.277589278855742,0.241172549273085
0.21573303672117,0.27766668586331,0.321409933548177,0.256994879900125,0.219451103257218
0.203440124029972,0.265599289789129,0.28381580806221,0.234733412773491,0.201161341385908
0.198674352863526,0.24545429100663,0.257231801967443,0.22305909137009,0.200456747709956
0.202166534721588,0.230310831551136,0.248971250355915,0.225480930609232,0.214261188106524
0.199158597476704,0.224415956063415,0.242404132520675,0.226055000700335,0.222600263287243
0.184012028818152,0.22139103545409,0.223562185163705,0.213097206505169,0.206529375068749
0.167108160161553,0.208952393379399,0.194199593989613,0.19259438622196,0.180087157002616
0.167474218548379,0.188707743658078,0.183311218450421,0.189169911287038,0.173129272473936
0.194120519600645,0.178666552299951,0.217371174491991,0.220634754883287,0.205704476310295
0.225993505175184,0.196225307153778,0.279438322345884,0.267281007200099,0.257101631651514
0.23896992050284,0.234223032865015,0.33177858301829,0.295893731505,0.288982535098144
0.230218367377654,0.268485050753142,0.346297153034308,0.292821347340913,0.289358567212276
0.206106876881354,0.278736341568652,0.312812572017523,0.260923112028267,0.263307763344213
0.179683701405345,0.259936947015794,0.25089356131709,0.218137009932054,0.225649206292421
0.165012851652125,0.223994573364982,0.193588978539584,0.187066656341496,0.198469336412045
0.155727065841255,0.189237954370228,0.149049321889193,0.167362344174979,0.181050572554097
0.147730272189103,0.162531288431414,0.122534475106513,0.153693749193315,0.166077881863507
0.143339862975467,0.145220918111539,0.112246966642025,0.146892254257967,0.149318437777708
0.143266997477921,0.135467237110194,0.114506958808786,0.146059239046681,0.137914707992108
0.147189892372629,0.133472782747632,0.127268284543325,0.155330028649603,0.137853671902225
0.147834942362915,0.138334740269029,0.135984011165019,0.163321081811824,0.141706628132446
0.141069690267398,0.141939812961359,0.13188107854352,0.163574849084442,0.136521574710955
0.133806030778631,0.139150491459206,0.119770486780493,0.160265653835788,0.121393528502032
0.128012598970887,0.130782835252417,0.102728654484277,0.153505782708081,0.102012661922035
0.127184966506197,0.120340790630012,0.0933096497890263,0.151716452895623,0.0980408479205599
0.13122082615607,0.114472407481946,0.094737285426616,0.15672372391532,0.101503101190304
0.130487217709793,0.114572665472513,0.0948449371154061,0.156876868458815,0.0971819849515642
0.122504666413365,0.1152850776876,0.0866043486452491,0.147955011163135,0.0812585730352113
0.114019292963584,0.109833573482397,0.0718680162770928,0.134389947558527,0.0586382351935394
0.12009954771931,0.0998103191815578,0.0750800232932709,0.134543883907232,0.0593436898217183
0.132596379385483,0.0999792824856601,0.0918082423296335,0.146779048523619,0.0753958931614633
0.148259506003499,0.10969882290559,0.125662554395076,0.16782687153188,0.0991393320546748
0.163844981583577,0.130715614050834,0.165829345423601,0.192055794798616,0.127956445875639
0.17395494011675,0.154731982319514,0.198526373030083,0.210315088112776,0.155144844741084
