"","time","sentsmooth","ARIMA","ARIMAX","ETS","ADL","VAR","FAVAR"
"2021-04-09","2021-04-09",0.27116972,0.19547528854484,0.149535203245483,0.230834542491846,0.182829110802615,0.296019474509898,0.228238816664204
"2021-04-10","2021-04-10",0.2148681,0.222104115112051,0.212120259773711,0.267196107212428,0.264594725592648,0.319810334859895,0.260226186693818
"2021-04-11","2021-04-11",0.18606009,0.167635593191706,0.224817165734908,0.220048311155981,0.265882823286469,0.243001966520315,0.188108668052275
"2021-04-12","2021-04-12",0.071626998,0.143953700645743,0.214309039973587,0.189420838545955,0.225167362883951,0.184304987237707,0.147614312002427
"2021-04-13","2021-04-13",0.044619717,0.113169075994688,0.162172826420975,0.0832591497357829,0.169940661051373,0.102890385812983,0.090277237740034
"2021-04-14","2021-04-14",0.07686656,0.105262153732304,0.0998808018814017,0.0484214304420415,0.120944155563267,-0.0446719351063815,0.079868946512224
"2021-04-15","2021-04-15",0.12287351,0.140923918847446,0.0858204641190665,0.0740414225336143,0.0710799185463706,0.145308639853751,0.131957710607912
"2021-04-16","2021-04-16",0.1199697,0.162030868764872,0.0978421522450813,0.118041254741954,0.0983012221587566,0.18771982283113,0.153686152725948
"2021-04-17","2021-04-17",0.15440036,0.135489190230091,0.145786220256351,0.119776805542445,0.167169534644021,0.0339919515249932,0.141046272187014
"2021-04-18","2021-04-18",0.17518094,0.147212511375296,0.134367671959156,0.150979360322687,0.150092634688192,0.0969691728183728,0.134028123201879
"2021-04-19","2021-04-19",0.15000556,0.164480528184596,0.149790271274069,0.172793500818334,0.168961731816513,0.184386780342931,0.146677321442349
"2021-04-20","2021-04-20",0.18124413,0.146548730498057,0.161201136500258,0.152260877644853,0.178964459415065,0.14664882298969,0.153782995010407
"2021-04-21","2021-04-21",0.16336416,0.160753144544691,0.154822271152017,0.178383316420016,0.181487718294559,0.162228051533022,0.175269119300195
"2021-04-22","2021-04-22",0.14125325,0.161179673309318,0.166021778654524,0.164851878899237,0.157120408979742,0.196662188749087,0.175003152052835
"2021-04-23","2021-04-23",0.13073809,0.142534873491433,0.158307844273921,0.143585671250355,0.142042618416702,0.128383357845954,0.155697671458181
"2021-04-24","2021-04-24",0.12577307,0.14008624867897,0.15110715806489,0.132005706374139,0.14838795573758,0.0735446251078708,0.156850203401372
"2021-04-25","2021-04-25",0.16232166,0.146603784373343,0.132672207226668,0.126386140474162,0.109241472593679,0.142131310007785,0.169493669917953
"2021-04-26","2021-04-26",0.21815951,0.16419733129623,0.137257348878768,0.158770170692923,0.132954795544676,0.17282906569224,0.173955867588932
"2021-04-27","2021-04-27",0.25823468,0.192081714622774,0.15970007801436,0.212296535728322,0.165098207789731,0.193992479756912,0.206293300605396
"2021-04-28","2021-04-28",0.31495714,0.202435662745552,0.196513960011212,0.253706631931568,0.211366598695604,0.226524123231844,0.236524436693225
"2021-04-29","2021-04-29",0.41456071,0.2214813200127,0.226138960721717,0.308920772386471,0.228069478101433,0.221597547560432,0.25557464522521
"2021-04-30","2021-04-30",0.35934493,0.273240480341047,0.259082578597524,0.404145653303822,0.272751978417581,0.259616350003786,0.303097176525939
"2021-05-01","2021-05-01",0.34117392,0.23385351953426,0.323559859508366,0.36379568685615,0.326983399062287,0.215150866156655,0.273957427031791
"2021-05-02","2021-05-02",0.27775753,0.211335368814771,0.296162609772969,0.343424486743305,0.295821103219219,0.179987298733139,0.239915300317035
"2021-05-03","2021-05-03",0.18903646,0.201728353461136,0.279315547880394,0.284253388693875,0.260531893843159,0.205739445749009,0.225152381104326
"2021-05-04","2021-05-04",0.28398973,0.167051118035699,0.226325980111609,0.198440887079733,0.216996299011047,0.199714140394368,0.192281334275514
"2021-05-05","2021-05-05",0.25122479,0.226188759611116,0.190618525877909,0.275531514273566,0.187420880223988,0.282055116131396,0.271444257127132
"2021-05-06","2021-05-06",0.23423366,0.220066417470474,0.237006442622006,0.25362695994301,0.237184886300086,0.290611809822376,0.247068619268103
"2021-05-07","2021-05-07",0.18705948,0.17748227979738,0.230209390339879,0.236147461810346,0.214034215368123,0.1698093905777,0.19773584079621
"2021-05-08","2021-05-08",0.13168669,0.156540858423733,0.225708653863672,0.191903727893659,0.226888269264172,0.127661583692544,0.170189709007377
"2021-05-09","2021-05-09",0.13737048,0.144507467029773,0.162847768534608,0.137624858527084,0.18923349188614,0.160848721428734,0.166126982489053
"2021-05-10","2021-05-10",0.36257479,0.151043122857378,0.147550413978948,0.137381606321402,0.123712571106506,0.18761720393739,0.201197695648904
"2021-05-11","2021-05-11",0.36790204,0.284712990714232,0.140882773197713,0.340324573305113,0.181799804734906,0.360857168217547,0.332763410650834
"2021-05-12","2021-05-12",0.36928993,0.266515069180826,0.292018373766512,0.365195402571597,0.363100811509803,0.323880363548688,0.290480309206097
"2021-05-13","2021-05-13",0.40623012,0.212512096100025,0.311257820916019,0.36890255538484,0.334374448705273,0.264390767648353,0.224915970806553
"2021-05-14","2021-05-14",0.17054038,0.24794059876967,0.309784682260231,0.402558313933805,0.337344840501427,0.276997381850583,0.255880443145288
"2021-05-15","2021-05-15",0.17657058,0.144081856171817,0.293623096976919,0.193469244287188,0.33595636536079,0.156108897202713,0.182161865626805
"2021-05-16","2021-05-16",0.13739233,0.142609201802849,0.179190629382223,0.17822569588451,0.161731004996884,0.240293214399074,0.188321906023741
"2021-05-17","2021-05-17",0.093896523,0.177385961565467,0.165984955279388,0.141411556080554,0.172251587161244,0.308171135910741,0.227629270753094
