"Series 1","Series 2","Series 3","Series 4","Series 5"
0.202785059279227,0.181086049449843,0.212660460917913,0.203946011734158,0.232987326834487
0.211690678633153,0.202338787300489,0.22488445719371,0.211182812605806,0.23830235280065
0.193899623714925,0.210648373519723,0.210331132828563,0.195043760570685,0.210288953065978
0.153896271579268,0.194265660603855,0.167473886727206,0.150466753545663,0.162712532144039
0.116341003619528,0.155482677740767,0.122450713980865,0.114084637217572,0.124803752289131
0.0986639654606442,0.119003512649371,0.0921865705021416,0.0952266324580548,0.103803910753207
0.102973955350658,0.100006680735179,0.0875065716912464,0.102483871534458,0.112992762849844
0.118960803448051,0.102705529182934,0.101382380445372,0.119705550520539,0.125861270764239
0.137477211176009,0.118078363760581,0.121946607367933,0.140173526773232,0.138905661860995
0.150917497735359,0.136760171551275,0.140579603350145,0.153902934988332,0.146599199946043
0.15863165360637,0.150173187339068,0.154821986310972,0.160235504914717,0.157055044162425
0.160293706063455,0.15801144026906,0.159289019213754,0.16319926757142,0.158645672659215
0.161978011543542,0.160000288505765,0.163867655919784,0.166551034770532,0.161525978368085
0.157341712686837,0.161643207977306,0.159902214270701,0.161669487498098,0.158806788675618
0.146695968955228,0.157529738581406,0.146531256560093,0.151476837846879,0.143874579097001
0.139043581811709,0.147255575018863,0.137942814421237,0.143424566049392,0.132974568420752
0.148302165555163,0.139841361379855,0.146217851046623,0.152857601310244,0.139465854843988
0.172283012793391,0.147918582689036,0.170932065115255,0.177593729976271,0.161243991476449
0.200443978757245,0.171079000662024,0.20376056916435,0.207431864502047,0.189352464470834
0.236454538082256,0.199188099039441,0.251986907248714,0.245175716874418,0.228934788050461
0.27989820326699,0.235296905111184,0.306964474734033,0.29278010595251,0.275641524334442
0.310445470422808,0.280489712241131,0.346377196379205,0.318561695130474,0.300363692185793
0.300832771394649,0.313467153245253,0.340726355178362,0.305131533169521,0.289445725763866
0.286981022436476,0.307606050224689,0.323501759703034,0.286027036449529,0.269324647243763
0.260843833173349,0.297236602502729,0.285152647813585,0.252201181055872,0.234205681244025
0.245839363386427,0.265707406976409,0.26023012520693,0.235748747001509,0.223859796830729
0.241305776087694,0.249645543837647,0.250036792965235,0.228494958634567,0.224393860389492
0.238349319359056,0.244803223282381,0.243440602395322,0.230671347064927,0.227664788540444
0.224487959342908,0.238866016886174,0.228057349960417,0.217918827779733,0.214838080638598
0.198099902361717,0.225369466230391,0.20100852515949,0.197290063166627,0.192665963745551
0.182516426022717,0.200350212155212,0.184206018044547,0.182641076572241,0.179424969236004
0.212915610588495,0.183731221269493,0.212211302481142,0.214059215432948,0.204161646440465
0.278286918735923,0.212816638658924,0.275592078326936,0.272622675312695,0.263306914443978
0.321462346351777,0.275344844825832,0.324067199861312,0.3093705181018,0.306147372859319
0.332398851090032,0.318638205328401,0.343066695409961,0.319498837588413,0.316808043298414
0.292768242676447,0.330657663487917,0.309395411320751,0.277112558085003,0.283958616886722
0.244323450739291,0.294381145736617,0.257300831267001,0.231795261525351,0.23858012355352
0.199886305865119,0.247727114933339,0.205412897741435,0.190408453882975,0.199170210273858
0.154924158191327,0.200884770540069,0.154175846157783,0.160288736111103,0.161510353193986
0.130737196926153,0.156000772510096,0.125798035380714,0.13802597587951,0.141931549427038
0.124756988154029,0.131486629560165,0.117654259053754,0.131285431107202,0.137742235661773
0.120484280420047,0.125617428661949,0.112723855257051,0.128343230919891,0.131872307187425
0.134487393821226,0.120160800362912,0.127970616357948,0.144156086966978,0.138858454237048
0.140238402358649,0.135259417038115,0.134593898790565,0.148998066585351,0.139010074094304
0.136432344184434,0.140178325813783,0.132315206697371,0.151506763647457,0.131269526999765
0.117912058973416,0.13471000151614,0.116123269918298,0.139593672784349,0.110274868550966
0.10538667982018,0.118808268235633,0.102522989023571,0.131327110763711,0.0979194554626339
0.0937015116369212,0.103821381249297,0.0916165181880438,0.121919842585353,0.0929047952274015
0.104456779584931,0.0960660135632634,0.0996186199378331,0.137314759148339,0.107806353766839
0.103519516334709,0.104573669460807,0.0984916609111254,0.134604618624725,0.103759478809634
0.0979061828938746,0.105259191156545,0.0902071223053247,0.128457983432266,0.0910805889768571
0.083609358726525,0.099189689192508,0.0765666879328707,0.107677820776371,0.0668117743369875
0.0860327067427373,0.0883061682497479,0.0724132961235466,0.108131600429633,0.0638992336026114
0.106131874024162,0.0873251898742359,0.0909721419429025,0.123865765841606,0.0809990311175163
0.135246709172291,0.106250459360441,0.120202275660339,0.15043275652779,0.112582142333632
0.168442427032267,0.134164913869817,0.160500589577514,0.181141995023619,0.147156234095428
0.201086703267997,0.167013878470712,0.199258066991044,0.211655472672491,0.18493556060375
0.217148274866744,0.199497679589152,0.22272132254154,0.228915650959797,0.204361394568863
