"Series 1","Series 2","Series 3","Series 4","Series 5"
0.193377897950229,0.181086049449843,0.212681895723103,0.193915827148183,0.237580083022663
0.201910806354773,0.203275510602051,0.224667563680143,0.198441358673128,0.235654557663729
0.194617082406028,0.217241684619654,0.210440121279064,0.180294364735564,0.200996129722475
0.15785631524549,0.201376579268621,0.168191664173478,0.145918460706836,0.158649522682056
0.124477328170997,0.161150482332019,0.123298387209102,0.120263862253238,0.131941783661843
0.109405092110443,0.122714793789855,0.092743391321345,0.11209256108569,0.121470092777377
0.109866717277992,0.0994372373341904,0.0877245118458155,0.121430662983075,0.127821001709217
0.127335189686236,0.101561033710877,0.101286769869233,0.138097603655064,0.135747263619483
0.142709635549471,0.116890160110946,0.121680881376339,0.152803388627307,0.144474945585467
0.151818120605675,0.134696513568183,0.140250320756807,0.159817138300262,0.151436194536518
0.156796340313557,0.148303896431846,0.154485007849556,0.165955286594187,0.161229547010146
0.156987311190614,0.15746172237942,0.159100112362104,0.167253042493334,0.160182194082231
0.159008259393044,0.159473332504846,0.163650390552034,0.169421291615265,0.164254005574674
0.157587777376695,0.161965530956528,0.15991539048309,0.16538990174907,0.159194006378041
0.147544338495359,0.158271644462798,0.146918267082676,0.155582336523502,0.143676017078809
0.141831321891734,0.148124228142258,0.138222408553794,0.149850651586059,0.133290837586337
0.14946415428415,0.140859451641132,0.145991839252579,0.160083875771331,0.139498148698682
0.168131819083017,0.147914481988958,0.169717581477149,0.185093196069883,0.157025628615184
0.187958611138978,0.168058895213612,0.201896757712322,0.207300657209651,0.177809044457267
0.216831087673623,0.195416179188268,0.249288353785438,0.241043786583426,0.208800027330953
0.253264544559275,0.230646488064848,0.304042263764355,0.273574494371191,0.241868130237209
0.281624991465205,0.276794173976551,0.343726948526722,0.288840513536101,0.259026773220148
0.272381274889013,0.309402284561261,0.340276315207433,0.276364307232875,0.249473540032386
0.248121169764859,0.297915992338917,0.323967050127225,0.261146115038332,0.233774790947846
0.221408696827175,0.276795667565658,0.286905611339625,0.239639103618551,0.212929339641564
0.210737991710217,0.246596777729056,0.261551143478236,0.228179656145904,0.208028298946553
0.210298631981979,0.228963730399554,0.250921979243571,0.227319115147035,0.211312226354598
0.207570904442087,0.225234655213475,0.243849409610001,0.223929540339456,0.212529158051801
0.19501179741104,0.220349000380978,0.228729466269344,0.213352097432967,0.202764938956408
0.174993964957565,0.207497205145425,0.202200761375296,0.196947657308123,0.18326438957973
0.164956214074458,0.185116132114402,0.185054783977462,0.193047953127427,0.174663822951901
0.191616406602644,0.172822732756545,0.211525165153311,0.224869751939705,0.199530208281223
0.238285001530189,0.197258640092177,0.273328487704364,0.273855345929541,0.250739540593909
0.259542620094198,0.25196421491971,0.32125972092126,0.298636087531531,0.282760386997234
0.261972316312083,0.291643521493342,0.341463574432599,0.29641449479287,0.288655814763509
0.233769444805893,0.300394672121187,0.310370829201125,0.260952209834388,0.262762003208571
0.203848880675237,0.269227697712824,0.25949360687325,0.224741271956969,0.227822224982441
0.178968666235737,0.230446533805288,0.208018189458393,0.202177239688414,0.19944689888437
0.150814338546176,0.183577276037932,0.156387818678105,0.176949241228604,0.174706461165894
0.134233154513036,0.145765272067169,0.127545066065845,0.157110428395234,0.16064413343125
0.136251917234146,0.128780736981167,0.118516530649478,0.149403010075314,0.156491304766093
0.135790631117414,0.124237732558364,0.113135079502574,0.143982558818932,0.145310511635436
0.147356437171591,0.125221773864126,0.127390459601211,0.153245550604281,0.147268161928865
0.151025980386531,0.138876541918142,0.134120054126313,0.160621257512885,0.141747847561895
0.14554391916417,0.144080788926717,0.132093813633598,0.163565390291812,0.13380190432337
0.132652314702104,0.141617058156596,0.117065644185241,0.160114816662064,0.115288997476467
0.1243815342747,0.126663890908478,0.103420721065767,0.153542852213988,0.106495200466186
0.121217108393286,0.116976685406629,0.0925000949015792,0.152779684615878,0.102021039623576
0.131335109276523,0.108509649384377,0.0994334541792556,0.16126566268964,0.111799975233353
0.132067552186458,0.118233481280951,0.0986211044888025,0.156199917259771,0.108717231101521
0.123196507023359,0.11844165044228,0.0907769817583521,0.138400089773229,0.0852025269707142
0.114271407636021,0.113210780146475,0.0777875578966212,0.122743212966381,0.0649115074529217
0.113477519560123,0.0989196352803294,0.0729625247212701,0.12061007250987,0.0581317367066523
0.130590520806933,0.0977724541936482,0.0905165216346742,0.134200815976098,0.0758351997867912
0.151514263108706,0.113455270134861,0.118622119397485,0.150024365638149,0.101166629008753
0.175237895829466,0.140553218997093,0.157859234842102,0.172401840857353,0.135149108768004
0.1943118036262,0.170296515463061,0.196746557220932,0.200430436986254,0.169446283568922
