"","time","sentiment","sentsmooth","twfav","twret","reservasbcra","tasaint","basemon","tcdolar","casosarg","muertosarg","vacunasarg","maxtemp","mintemp","casosmundo","muertesmundo","sentiment_trend_orig","sent_trends"
"268","2020-10-18",0.00080409739,0.22090067,3893.6667,1046,40785,30.059999,2285442,152.07001,7215,172,0,33,21,316590,3615,0.191413057303603,0.19209872
"269","2020-10-19",0.15160993,0.19363941,10473.3,2495.8,40794,31.5,2294029,153.39999,16636,411,0,29,22,387175,4900,0.141142534052956,0.20345588
"270","2020-10-20",0.056491543,0.15826528,12209.5,1829,40812,30.32,2263791,160.92,16631,415,0,14,5,388987,6634,0.23874162072233,0.20420042
"271","2020-10-21",0.20471184,0.097401559,5793.8335,1341.8334,40800,31.57,2263836,162.66,15951,361,0,16,11,444908,6711,0.286590942735308,0.21004745
"272","2020-10-22",0.14881127,0.10340435,5734.7998,1690.4,40668,30.530001,2255762,163.09,15182,315,0,16,10,472729,5954,0.230611552595763,0.21447204
"273","2020-10-23",0.12000842,0.14040615,980.375,387.75,40498,31.16,2279626,155.17,14765,323,0,24,17,496782,7082,0.211123597302512,0.22427166
"274","2020-10-24",0.22563252,0.13250577,0,192,40498,31.16,2279626,155.17,11135,225,0,26,18,456822,5883,0.345622605591897,0.24176693
"275","2020-10-26",0.076794319,0.16481741,5622.5,1054.5,40239,31.16,2314316,157.21001,13772,389,0,24,15,486318,5610,0.220542812768798,0.26040947
"276","2020-10-27",0.1240835,0.14081176,4017.6924,965.76923,40140,29.700001,2239999,152.98,14251,295,0,26,17,470228,7447,0.26923338779374,0.25789228
"277","2020-10-28",0.015741507,0.14217012,797,309.88889,39866,30.98,2271986,144.85001,14259,281,0,21,4,511894,7211,0.108406499627639,0.27241972
"278","2020-10-29",0.28005037,0.072206445,1821.25,633.75,39826,31,2246622,144.03999,12676,253,0,20,12,550382,7147,0.114465927184714,0.21311569
"279","2020-10-30",0.12384139,0.12416743,2748.4285,730.57141,39856,30.51,2225061,143.23,12538,279,0,22,11,571079,7656,0.2444161012057,0.17816216
"280","2020-10-31",0.018654604,0.1359292,670.59998,278.60001,39856,30.51,2225061,143.23,7791,185,0,25,16,476824,6654,0.11538266572901,0.18413047
"281","2020-11-01",0.14281625,0.10957196,3426.5,370.5,39856,30.51,2225061,143.23,5700,127,0,27,18,462436,5039,0.164800685371746,0.14566779
"282","2020-11-02",0.26083186,0.14134066,0,542,39875,30.34,2340064,139.23,11690,277,0,25,17,563030,6219,0.429862128279842,0.15976635
"283","2020-11-03",0.075052679,0.13653603,6127.4165,1035.0834,39882,31.190001,2338313,140.17999,11349,279,0,25,17,553827,9451,0.436589954898922,0.23861539
"284","2020-11-04",0.35276964,0.12433885,2537,715.5,39819,31.030001,2338550,139.75,10150,215,0,23,15,511485,10155,0.144257286525752,0.28665885
"285","2020-11-05",0.044286471,0.20786761,0,486.20001,39524,30.780001,2360225,141.88,12996,296,0,26,14,596571,8082,0.0943214481842949,0.29387751
"286","2020-11-06",0.18265449,0.18323517,3882.6667,820.16669,39524,30.780001,2360225,141.58,12665,272,0,25,17,644882,9754,0.309742886026791,0.27625769
"287","2020-11-07",0.087867409,0.16369082,40410.5,3894,39524,30.780001,2360225,141.58,6637,176,0,26,19,596952,7655,0.349301356171051,0.24622789
"288","2020-11-08",0.25566363,0.1668945,9917.25,1436,39524,30.780001,2360225,141.58,4750,124,0,27,19,484072,5928,0.127114795558608,0.22440575
"289","2020-11-09",0.12610157,0.142618,2946.5557,1905.4445,39316,30.57,2449160,141.98,10962,243,0,24,18,501393,7270,0.284489816618126,0.22012012
"290","2020-11-10",0.19388075,0.16307178,2472,438.5,39322,31.370001,2421672,141.42999,11428,273,0,26,18,559385,10040,0.188582577207619,0.26766223
"291","2020-11-11",0.51121724,0.16587834,0,340,39259,29.790001,2376501,145.53999,12074,252,0,27,19,648730,10506,0.26406213387966,0.23737213
"292","2020-11-12",0.10062815,0.27171579,2316.8,887.66669,39191,30.450001,2423619,141.5,11629,189,0,27,18,649454,9822,0.101740151970915,0.21606234
"293","2020-11-13",0.13832635,0.23295693,0,383.79999,39101,34.139999,2346526,141.23,10310,217,0,29,18,652082,9646,0.257241360749341,0.20971867
"294","2020-11-14",0.00073677453,0.23601311,0,866,39101,34.139999,2346526,141.23,6020,136,0,28,20,595135,9166,0.163736665735188,0.20290655
"295","2020-11-15",0.30391434,0.18772712,5239,1099.3334,39101,34.139999,2346526,141.23,4154,107,0,27,17,474073,6458,0.307757886535237,0.19669507
"296","2020-11-16",0.09910997,0.13590141,1729,510,39115,34.23,2366821,142.82001,10219,221,0,28,18,534136,7973,0.342477889978259,0.20761901
"297","2020-11-17",0.12485024,0.13552186,8579.4541,1826.0909,39116,32.59,2357825,144.10001,10149,196,0,30,18,611256,11122,0.208522219065879,0.26780346
"298","2020-11-18",0.11388201,0.13215283,0,236,39069,32.73,2357935,145.95,9660,203,0,25,20,627177,11471,0.331121709233601,0.25562367
"299","2020-11-19",0.11604013,0.16043913,5308,487,38939,33.84,2300776,146.53,9760,177,0,25,18,653547,11129,0.278387370979135,0.29746991
"300","2020-11-20",0.027365878,0.11347058,569.78949,200.63158,38945,33.939999,2298696,147.17,9190,156,0,26,17,668780,11839,0.244205150105315,0.29012731
"301","2020-11-21",0.1340757,0.095534563,2931.1428,527.42859,38945,33.939999,2298696,147.17,4971,105,0,28,19,587726,8974,0.328554458563694,0.26555911
"302","2020-11-22",0.16214977,0.097840928,0,131,38945,33.939999,2298696,147.17,3051,70,0,32,19,488144,7303,0.100243929635304,0.29556718
"303","2020-11-23",0.01514701,0.10990787,0,203.76923,38945,33.939999,2298696,147.17,4662,115,0,34,20,524959,8565,0.345145764450408,0.23784773
"304","2020-11-24",0.085190639,0.084684588,1206.75,472.25,38731,33.009998,2317419,147.88,9051,198,0,30,23,590291,12718,0.0753292561012452,0.25453731
"305","2020-11-25",0.23739973,0.099140778,34258,4904,38746,33.84,2298324,146.67999,8721,134,0,33,22,636340,12186,0.0960663142794791,0.21231835
"306","2020-11-26",0.13591231,0.12497178,3376.6191,746.42859,38747,32.209999,2309235,146.59,8075,158,0,29,22,582679,10982,0.143722226042549,0.15419632
"307","2020-11-27",0.19707726,0.11841242,8632,1027.6666,38705,33.630001,2335991,145.45,7478,149,0,33,19,686893,11390,0.284985981926319,0.16506588
"308","2020-11-28",0.011805302,0.16389498,0,429.5,38705,33.630001,2335991,145.45,4990,103,0,35,22,586159,9279,0.295781126180392,0.15002595
"309","2020-11-29",0.046851497,0.14554866,853.71429,444.28571,38705,33.630001,2335991,145.45,4385,63,0,35,25,488677,7211,0.344085319677485,0.20513891
"310","2020-11-30",0.084057294,0.097911596,792.79999,237.60001,38652,33.240002,2227275,144.55,7796,147,0,25,16,508392,8967,0.186776625310973,0.26714367
"311","2020-12-01",0.29088128,0.084947839,4134.3999,600.59998,38619,33.139999,2348085,144.7,7766,139,0,32,17,612217,12759,0.233629033433402,0.27790725
"312","2020-12-02",0.14945875,0.10839884,470.25,939.875,38622,33.209999,2381678,144.36,7006,121,0,30,22,651735,12694,0.293242274291164,0.26506802
"313","2020-12-03",0.18653461,0.14281221,5383.6001,673.40002,38652,33.830002,2373349,139.74001,7415,163,0,35,20,694136,12562,0.304602508108538,0.26443332
"314","2020-12-04",0.15636405,0.17773299,1266.25,355.75,38661,33.709999,2381734,142.05,5871,119,0,25,17,683135,12602,0.140524226945818,0.25456262
"315","2020-12-06",0.2092777,0.16411914,5019.75,615,38661,33.709999,2381734,142.05,2376,68,0,26,18,538995,7491,0.238307539596071,0.26380724
"316","2020-12-07",0.35036141,0.18405879,0,275.66666,38661,33.709999,2381734,142.05,3476,88,0,28,19,519570,8777,0.0650373847557615,0.25007355
"317","2020-12-08",0.043913644,0.23866773,19377,1821,38661,33.709999,2381734,142.05,3210,70,0,30,19,643488,12391,0.143834581979233,0.19018228
"318","2020-12-09",0.061892811,0.20118426,3990,519.625,38710,33.130001,2499287,139.49001,6898,171,0,37,21,670020,12676,0.325733999489828,0.19100988
"319","2020-12-10",0.1343255,0.16636139,2989.5625,581,38744,34.34,2498015,138.22,7219,148,0,37,24,674901,12699,0.13595088344118,0.19322838
"320","2020-12-11",0.015983529,0.14762335,8130,900,38750,31.49,2453191,138.22,6855,151,0,27,21,704609,13122,0.268357775579285,0.16763921
"321","2020-12-13",0.00004852848,0.07073395,9406,1471,38750,31.49,2453191,138.22,3202,68,0,24,17,531106,7586,0.157064271884332,0.22803965
"322","2020-12-14",0.15424104,0.050119188,1151,323,38761,34.09,2399648,140.28999,7215,174,0,33,19,524880,9148,0.254877634192332,0.18587223
"323","2020-12-15",0.3018297,0.0567577,3527.5,689.5,38777,32.5,2357286,141.82001,7509,137,0,25,20,636192,13999,0.227191543854615,0.21560392
"324","2020-12-16",0.13775052,0.15203975,5609.5,981.5,38794,34.43,2345703,141.25999,7196,123,0,38,19,733670,13765,0.27290662461353,0.20531236
"325","2020-12-17",0.0089393454,0.14846745,0,515,38828,33.27,2400649,140.78999,7393,147,0,38,22,739757,13454,0.185352234855306,0.22801001
"326","2020-12-18",0.87204742,0.15069015,0,243,38835,33.529999,2433294,140.73,7264,135,0,35,24,720325,12918,0.335757913832162,0.23508202
"327","2020-12-19",0.040683411,0.33014175,889.70001,424.89999,38835,33.529999,2433294,140.73,4750,99,0,31,21,611449,10896,0.236293645842007,0.25530207
"328","2020-12-20",0.66636366,0.26485518,270,14,38835,33.529999,2433294,140.73,3454,62,0,27,16,533669,7880,0.214984326517579,0.2575776
"329","2020-12-21",0.071601532,0.39700845,1347.2,518,38899,34.110001,2443707,138.81,8941,185,0,30,20,548951,9704,0.282425459731771,0.24309704
"330","2020-12-22",0.50881314,0.41267401,1308,338,39009,34.049999,2478663,140.03999,8872,156,0,36,21,650357,14375,0.180881624511683,0.26736534
"331","2020-12-23",0.13433205,0.32186544,1017.125,375.625,39216,32.610001,2402795,140.35001,8417,133,0,37,23,695128,13898,0.234649603387385,0.22864626
"332","2020-12-24",0.37902334,0.34527761,5585,1304.1666,39216,32.610001,2402795,140.35001,5339,77,0,34,23,666591,11748,0.44078320674006,0.22823526
"333","2020-12-25",0.15094221,0.27344251,2639.5,485.5,39216,32.610001,2402795,140.35001,2297,51,0,34,23,465784,8626,0.250603479289387,0.28468499
"334","2020-12-27",0.024730787,0.22143254,18293,3650,39216,32.610001,2402795,140.35001,4558,85,0,33,23,438663,7549,0.109495437385494,0.28616646
"335","2020-12-28",0.031793904,0.18489878,465.85715,312.42856,39236,33.169998,2545437,140,12058,234,0,33,24,495841,9790,0.107344858341405,0.25487792
"336","2020-12-29",0.067144908,0.069155633,0,300.25,39281,34.009998,2581644,140.03999,12472,185,20436,36,25,664584,15258,0.182100121931395,0.17151834
"337","2020-12-30",0.12429276,0.041223198,203650,37087,39387,32.689999,2470260,139.99001,12327,204,20036,31,22,761247,15336,0.148041901662085,0.1543925
"338","2021-01-01",0.0000015829692,0.074410528,8717.5,2789,39387,32.689999,2470260,139.99001,3363,66,121,36,24,533306,9831,0.139997493639249,0.18493964
"339","2021-01-02",0.12958029,0.063813083,0,1140.5,39387,32.689999,2470260,139.99001,7063,144,3285,35,23,626511,8583,0.146706959746858,0.19310279
"340","2021-01-03",0.1579475,0.084624879,628.59998,398.39999,39387,32.689999,2470260,139.99001,5347,120,441,34,23,532903,7453,0.266304615889865,0.1842545
"341","2021-01-04",0.031351298,0.095843121,1395,574,39501,34.130001,2626749,142.32001,13860,252,10402,37,24,553841,10261,0.150392955427202,0.21382017
"342","2021-01-05",0.00010950717,0.079720169,0,384,39540,32.380001,2619285,143.55,14256,240,10711,33,24,740053,15543,0.0652729096537612,0.17585051
"343","2021-01-06",0.023227954,0.079747148,27199,3932,39546,32.619999,2659023,144.39,13654,225,10093,30,20,783565,15119,0.317189519067528,0.15716936
"344","2021-01-08",0.27341118,0.018229587,0,1164.2,39462,34.049999,2573812,145.06,13054,199,27826,34,25,803264,15256,0.338843447338989,0.20731036
"345","2021-01-09",0.021833109,0.098916218,2024.3334,429,39462,34.049999,2573812,145.06,8301,104,10182,32,22,761266,13016,0.203795557387747,0.25442299
"346","2021-01-10",0.25224128,0.10615741,1930.5,358,39462,34.049999,2573812,145.06,6040,107,1156,35,24,589301,8571,0.267705993856202,0.28905365
"347","2021-01-11",0.71058768,0.18249519,11309,1816,39605,34.389999,2594939,145.8,13461,243,19759,32,24,619600,10353,0.136543509489926,0.27668276
"348","2021-01-12",0.63867468,0.3145183,0,568,39708,34.150002,2600714,144.98,13106,217,19346,29,18,705555,17301,0.275533780579234,0.23672213
"349","2021-01-13",0.14486405,0.4058342,5456,1178,39765,33.82,2658564,144.72,12713,204,16715,31,19,748327,16867,0.207731961905963,0.22089471
"350","2021-01-14",0.20280656,0.43659192,8441.5,1837.5,39791,31.67,2631199,145.42,12188,221,16605,31,20,755287,15689,0.290838555125856,0.22187881
"351","2021-01-16",0.028792839,0.32878175,0,221,39791,31.67,2631199,145.39,8059,113,5854,31,23,639322,13586,0.185356771562248,0.27927145
"352","2021-01-17",0.24926503,0.12548782,109.5,40,39791,31.67,2631199,145.39,5348,82,1029,30,21,529361,8901,0.311075477747867,0.25672722
"353","2021-01-18",0.34946081,0.16028814,0,138,39812,33.779999,2565029,145.36,12285,217,9803,33,23,515248,9748,0.17161557546199,0.28256309
"354","2021-01-19",0.4387607,0.20917289,2520.6667,509.66666,39779,34.209999,2570533,145.48,12288,219,13185,38,23,607936,16965,0.205125653565269,0.25275734
"355","2021-01-20",0.091181725,0.26656985,2153.5,408,39741,33.040001,2602345,145.72,11838,166,19335,36,25,692962,18051,0.459851156702269,0.21829337
"356","2021-01-21",0.19611008,0.28216708,9827.2002,1615,39757,34.119999,2606416,145.96001,11655,207,14020,35,25,656361,17181,0.367944179028048,0.28691697
"357","2021-01-22",0.31350935,0.26887834,1643.6666,433.66666,39687,33.25,2617990,145.88,11502,185,9142,34,23,659068,16230,0.429296358050627,0.30113414
"358","2021-01-23",0.021178104,0.25989047,12473,1198,39687,33.25,2617990,145.88,6868,115,3909,36,25,568270,13741,0.133297366126891,0.36555433
"359","2021-01-24",0.21180534,0.15549481,7080,689,39687,33.25,2617990,145.88,4444,75,303,38,27,445790,9134,0.114741942819676,0.34759727
"360","2021-01-25",0.18191989,0.18565072,18585,4467,39690,34.43,2622777,146.38,11272,234,14133,42,26,497048,11236,0.243288220592313,0.26131997
"361","2021-01-26",0.24363269,0.18210317,1779.2,432.60001,39627,32.099998,2600284,146.89,10527,177,12656,40,29,556324,17615,0.233471565913441,0.23015597
"362","2021-01-27",0.40395233,0.164634,1546,416.33334,39450,33.57,2563543,147.38,10011,177,10043,39,28,598377,17188,0.545480252482304,0.18119977
"363","2021-01-28",0.14805314,0.26032758,734.72223,249.83333,39482,33.349998,2592948,147.89999,8624,176,15944,33,25,614445,17145,0.281972515925889,0.28424549
"364","2021-01-29",0.24859819,0.2443895,600.875,248.375,39515,33.790001,2481310,147.88,8905,165,23361,32,21,590488,15499,0.313695406781204,0.32605314
"365","2021-01-30",0.12375262,0.26105908,4171,1527,39515,33.790001,2481310,147.88,5397,99,9257,26,19,515477,13541,0.307682185274507,0.34365493
"366","2021-02-01",0.00086047786,0.17346798,0,511,39460,34.57,2604378,148.33,9241,175,19385,26,19,446547,10684,0.350965059306907,0.31158271
"367","2021-02-02",0.23808831,0.12440376,3438,1008.8,39453,33.91,2606204,148.83,8854,162,23764,26,19,457927,15294,0.285649941389967,0.32883084
"368","2021-02-03",0.021931488,0.12090047,438.33334,717.83331,39473,32.610001,2610745,149.34,8711,126,26439,29,20,522031,16113,0.197524400421576,0.32181948
"369","2021-02-04",0.28574458,0.086960092,1393.25,363,39134,32.799999,2599444,149.84,7988,164,27766,28,19,466938,12916,0.173276917365744,0.29428002
"370","2021-02-05",0.14959632,0.13665621,609,312,39174,34.099998,2586380,149.60001,7795,142,32487,29,21,535453,17196,0.324345168907851,0.25185409
"371","2021-02-06",0.060277976,0.17384018,1026.6666,424.33334,39174,34.099998,2586380,149.60001,4522,80,10717,36,22,372314,10388,0.23643665369983,0.24519911
"372","2021-02-07",0.21825267,0.12938759,0,384,39174,34.099998,2586380,149.60001,3192,61,1346,36,26,398176,8196,0.242245971538542,0.23289579
"373","2021-02-08",0.053136311,0.17846788,427.41177,330.76471,39233,34,2634436,149.60001,7772,171,23164,25,22,316016,8989,0.110783085613425,0.24407618
"374","2021-02-09",0.073090188,0.12031582,3693.5,760.25,39270,31.950001,2588417,150,7459,126,20099,27,20,427666,16038,0.154709565811803,0.22845273
"375","2021-02-11",0.02985411,0.11482639,1924.5,404.5,39359,33.279999,2542903,148.34,6992,133,17687,29,23,441469,13721,0.254358411238826,0.1777595
"376","2021-02-12",0.29299721,0.052026868,1489.8334,348,39369,34.130001,2515279,147.64999,7426,140,15590,29,22,428721,13147,0.129221277129516,0.18078761
"377","2021-02-13",0.03021322,0.13198051,795.375,366.9375,39369,34.130001,2515279,147.64999,6602,108,2956,31,23,373398,10331,0.133036255043548,0.18539715
"378","2021-02-14",0.14994103,0.11768818,2834,512.20001,39369,34.130001,2515279,147.64999,2702,62,53,28,23,293964,6595,0.179569465402125,0.17997882
"379","2021-02-15",0.23681998,0.12575139,7678,2496,39369,34.130001,2515279,147.64999,3961,83,1275,31,22,283259,7404,0.311229491422705,0.17404635
"380","2021-02-17",0.099687144,0.13899142,0,345,39399,34.099998,2754618,143.47,8356,170,23808,29,19,395576,11894,0.203127214540063,0.18116339
"381","2021-02-18",0.15020277,0.16214938,2686.6001,664.79999,39310,34.060001,2699549,141.77,8016,137,63120,36,22,403503,11833,0.264746413150913,0.19868614
"382","2021-02-19",0.45215565,0.16223663,0,336.5,39425,32.700001,2710428,140.64999,7533,141,67376,30,22,412504,11722,0.182499056462353,0.21998037
"383","2021-02-20",0.084580638,0.23401518,0,895.5,39425,32.700001,2710428,140.64999,4539,75,32479,34,22,370538,8846,0.255469098447322,0.18779776
"384","2021-02-21",0.0061901156,0.19665655,8602.5713,1297,39425,32.700001,2710428,140.64999,3329,65,20148,35,21,314527,6387,0.126139940909374,0.22646044
"385","2021-02-22",0.45982265,0.1732823,2835,769.5,39476,34.18,2653841,138.78999,7906,154,67002,35,24,288369,7433,0.168431686239777,0.20721363
"386","2021-02-23",0.41341683,0.25068727,1899.4,545.40002,39498,32.889999,2556455,139.86,7191,133,86141,32,23,388868,11711,0.0744676480458916,0.18313494
"387","2021-02-24",0.1335326,0.24100256,868.125,858.1875,39506,33.75,2523208,140.94,7251,130,92597,35,22,444940,12425,0.270159173594262,0.1561271
"388","2021-02-25",0.12379052,0.25324056,1378.1428,671.07141,39517,31.790001,2485827,141.92,7207,121,78505,40,25,447491,10645,0.205675383820158,0.15979961
"389","2021-02-26",0.33967146,0.28264067,0,292.33334,39518,33.709999,2408886,141.92,6531,120,80534,35,25,443026,10710,0.388379350402322,0.17968348
"390","2021-02-27",0.21601319,0.25260285,8028.9229,1792.1538,39518,33.709999,2408886,141.92,4149,78,17682,31,23,389299,8630,0.293503748197949,0.23467039
"391","2021-02-28",0.071578309,0.20325194,682.25,574,39518,33.709999,2408886,141.92,2847,52,6033,31,22,303571,6123,0.118563019218093,0.28942943
"392","2021-03-01",0.098748483,0.18776338,601.69232,460.92307,39617,33.66,2512473,143.8,7424,195,73204,33,23,305734,7876,0.188936696300267,0.25153038
"393","2021-03-02",0.07277374,0.18150286,150.32001,312.84,39654,32.84,2508545,146.13,7343,153,74602,33,25,310318,10367,0.22075454722166,0.2473457
"394","2021-03-03",0.089942656,0.11477843,2373.5,576.5,39718,34.34,2630133,146.11,7329,132,69924,31,24,441150,11750,0.101133324713048,0.20543951
"395","2021-03-04",0.17512864,0.083260797,6320.6665,658.66669,39784,33.330002,2638495,145.11,7146,123,110605,32,24,453055,10293,0.1204704222928,0.1573469
"396","2021-03-05",0.10203291,0.10914838,851.35297,443.17648,39799,33.130001,2641427,145.87,6783,116,110515,30,24,447032,10677,0.202059878973437,0.15782374
"397","2021-03-06",0.082241543,0.10996948,1821.125,575.25,39799,33.130001,2641427,145.87,4240,79,54636,34,21,410577,8098,0.0816284897262241,0.16110454
"398","2021-03-07",0.091064252,0.11233643,0,302.5,39799,33.130001,2641427,145.87,2630,42,11713,37,22,368380,5906,0.356511077277692,0.12632303
"399","2021-03-08",0.067182168,0.11261684,6808.75,1727.75,39729,34.099998,2596872,145.87,7517,157,101517,26,16,298606,7091,0.141447599087197,0.19016747
"400","2021-03-09",0.12293608,0.085630216,96.800003,332.20001,39747,34.259998,2574614,145.39,7544,169,114334,32,22,414677,10647,0.147556027654923,0.19541176
"401","2021-03-10",0.28938031,0.090856008,2706.0908,595.36365,39750,32.740002,2634796,144.42999,7774,147,161999,31,21,467067,10063,0.208471372545111,0.18178579
"402","2021-03-11",0.058419898,0.14264071,3941.7778,882.88892,39807,33.779999,2577342,144.3,8990,150,183734,36,23,476883,10221,0.319185823975712,0.21349652
"403","2021-03-12",0.29209721,0.13447961,604.13336,313.20001,39823,33.209999,2549929,144.84,7659,142,159309,33,23,489316,10127,0.241687605793566,0.20416521
"404","2021-03-13",0.12773019,0.19070837,1567.85,586.65002,39823,33.209999,2549929,144.84,4689,90,45808,34,21,454213,8428,0.285317538033636,0.2292252
"405","2021-03-14",0.10626888,0.1919069,0,626,39823,33.209999,2549929,144.84,3412,73,9099,35,23,360446,5967,0.326123919963819,0.26366559
"406","2021-03-15",0.083381556,0.14612904,673.28571,596.42859,39865,34.200001,2543815,144.59,8167,190,134678,35,24,348781,7457,0.122552773062095,0.29307872
"407","2021-03-16",0.18341812,0.15236945,365.5,443.75,39881,34.450001,2459756,144.60001,8250,142,131274,23,20,473049,10562,0.129060815141453,0.24392046
"408","2021-03-17",0.08487881,0.12519969,1349,492.5,39834,30.98,2443498,145.28,8704,164,137182,23,17,539428,10315,0.168858887040397,0.21576376
"409","2021-03-19",0.16059983,0.11722616,518.25,400.08334,39728,33.779999,2454568,144,8232,145,124297,25,17,561716,11095,0.271547440753252,0.14177379
"410","2021-03-20",0.26316598,0.14296558,498.73334,608.06665,39728,33.779999,2454568,144,5713,87,50254,20,13,498942,8709,0.265935024051228,0.17902245
"411","2021-03-21",0.19524433,0.16954821,0,282.5,39728,33.779999,2454568,144,3242,69,19444,29,18,423387,5863,0.250645207677831,0.213241
"412","2021-03-22",0.14047375,0.20633671,1290.8572,366.85715,39651,34.310001,2466375,143.14999,10096,178,81422,27,19,416661,8037,0.123484525490825,0.23368758
"413","2021-03-23",0.14541192,0.18987097,893.0625,377.9375,39679,33.869999,2447033,142.78,10555,211,103656,30,20,514310,11506,0.0591583541537537,0.22790305
"414","2021-03-24",0.086906724,0.18607399,1541.5264,536.78949,39679,33.869999,2447033,142.78,6631,131,36792,29,21,633575,10425,0.181387939916735,0.17480578
"415","2021-03-25",0.068556972,0.14200918,0,432.5,39610,34.080002,2494198,141.19,12492,218,101020,23,22,651434,11688,0.243173199110166,0.153669
"416","2021-03-26",0.047170904,0.11033735,758.25,332,39539,32.549999,2461103,138.45,13525,201,91762,24,21,641400,12894,0.233597613449783,0.15180101
"417","2021-03-27",0.11433864,0.087011628,0,1433.75,39539,32.549999,2461103,138.45,8770,160,54267,26,21,584740,10129,0.154409162607968,0.17932928
"418","2021-03-28",0.069744304,0.07924331,0,287.96155,39539,32.549999,2461103,138.45,5940,102,20239,24,17,470081,7239,0.179783375745915,0.20314197
"419","2021-03-29",0.062551342,0.074952707,1817.5,513.75,39471,33.07,2501939,138.48,14581,271,116996,22,17,458258,8466,0.123860724633049,0.20274083
"420","2021-03-31",0.23958473,0.082211427,1326,366.11111,39593,33.130001,2432295,142.19,16254,239,171050,22,16,682935,12860,0.183750734413872,0.1596
"421","2021-04-01",0.082896575,0.12396012,0,312.875,39593,33.130001,2432295,142.19,12669,225,115728,23,16,711857,12410,0.240751007664193,0.1669354
"422","2021-04-02",0.39347082,0.12834421,5312.5,1276.6666,39593,33.130001,2432295,142.19,10455,148,67567,24,18,633794,10681,0.240132806998595,0.18217731
"423","2021-04-03",0.091112085,0.23865071,6788.9165,1134.7916,39593,33.130001,2432295,142.19,12502,249,73708,25,17,529634,9131,0.233044408476067,0.21124533
"424","2021-04-04",0.07217928,0.20176606,1418.25,980.5,39593,33.130001,2432295,142.19,8465,170,47599,26,18,552957,7381,0.357998036812375,0.22441974
"425","2021-04-05",0.24710363,0.15991469,8518.667,1463.3334,39645,33.900002,2862387,141.81,21084,414,162297,28,19,489304,7727,0.20235485683019,0.26798156
"426","2021-04-06",0.12172887,0.20096645,6052.7998,1059.2,39709,33.709999,2801453,143.66,24762,417,190800,28,20,604233,12622,0.246134461639184,0.25838253
"427","2021-04-07",0.52241886,0.13303097,6397,1479.3334,39751,32.849998,2795604,143.77,23073,391,234141,29,20,684313,15337,0.0874610361921274,0.25988293
"428","2021-04-08",0.19342755,0.24085766,1032.1765,411.52942,39801,34.380001,2640843,144.66,25644,381,231765,30,22,839854,14831,0.184068342961755,0.22348709
"429","2021-04-09",0.021897092,0.27116972,0,636,39850,33.84,2530229,144.38,23267,348,235825,23,21,748060,13893,0.371507806790582,0.18000467
"430","2021-04-10",0.0064968728,0.2148681,8322,1659,39850,33.84,2530229,144.38,17346,299,91529,22,15,664668,12867,0.278347013630544,0.22229291
"431","2021-04-11",0.06468647,0.18606009,3549.8572,767.14288,39850,33.84,2530229,144.38,12992,239,47214,21,14,690867,9378,0.0857539997144498,0.23034605
"432","2021-04-12",0.085398436,0.071626998,12975.333,1810,39922,33.400002,2585056,143.25999,24064,492,177157,25,17,616488,9885,0.0786756915576204,0.22991928
"433","2021-04-13",0.15088446,0.044619717,0,9747,39998,34.110001,2570189,142.78999,26497,562,181661,27,17,779646,13834,0.255181399084885,0.20357113
"434","2021-04-14",0.19052468,0.07686656,1847.4,655.59998,40020,33.959999,2530671,143.8,24443,488,167157,24,17,817063,14119,0.223186062623829,0.17448953
"435","2021-04-15",0.053071238,0.12287351,345.21738,874.08698,40070,31.76,2511459,143.64999,26109,464,146716,28,19,816776,13673,0.0884973395973536,0.16069929
"436","2021-04-16",0.22312108,0.1199697,2073.6155,732.38464,40078,33.970001,2404354,143.71001,25199,452,120489,29,18,854915,13250,0.255147608686724,0.16138512
"437","2021-04-17",0.23400675,0.15440036,0,608.11108,40078,33.970001,2404354,143.71001,18847,334,44566,25,18,788215,12552,0.307417785941652,0.20550311
"438","2021-04-18",0.089823209,0.17518094,4306.3335,1368.1904,40078,33.970001,2404354,143.71001,13602,257,19525,25,17,685591,9060,0.289531938675313,0.2185622
"439","2021-04-19",0.17802551,0.15000556,243.53969,475.25397,40146,33.57,2493866,144.37,27234,564,87357,24,17,693612,10892,0.19543612344566,0.23514867
"440","2021-04-20",0.15160115,0.18124413,171.80769,700.46155,40187,33.77,2490132,145.94,28465,567,118522,24,17,854093,14312,0.201224783661935,0.26188338
"441","2021-04-21",0.14556314,0.16336416,459.42856,554.57141,40208,34.16,2492290,145.44,24982,491,169197,23,18,889977,14957,0.190921521096439,0.24840266
"442","2021-04-22",0.047762547,0.14125325,1326.2307,2420.8462,40220,32.41,2503100,145.5,26355,531,174487,23,18,899767,13891,0.104898202792638,0.21927859
"443","2021-04-23",0.15816543,0.13073809,737.95453,319.95456,40257,32.740002,2468922,148.36,25140,445,190720,19,9,903753,15191,0.281509798321538,0.17312016
"444","2021-04-24",0.2977955,0.12577307,7689,1242.5,40257,32.740002,2468922,148.36,16043,322,91224,22,17,821069,13289,0.281509798321538,0.17312016
"445","2021-04-25",0.36891457,0.16232166,6525,1364,40257,32.740002,2468922,148.36,12016,244,49023,18,14,722456,10427,0.201719024077535,0.19244318
